"time","units","value"
"2021/6/2 8:18",9,0.943067481666667
"2021/6/2 8:24",9,0.936613593333333
"2021/6/2 8:30",9,0.9582079
"2021/6/2 8:36",9,0.893488956666667
"2021/6/2 8:42",9,0.82668266
"2021/6/2 8:48",9,0.847462965
"2021/6/2 8:54",9,0.91195517
"2021/6/2 9:00",9,0.949370158333333
"2021/6/2 9:06",9,0.8992044
"2021/6/2 9:12",9,0.85244002
"2021/6/2 9:18",9,0.883558115
"2021/6/2 9:24",9,0.821195425
"2021/6/2 9:30",9,0.806284656666667
"2021/6/2 9:36",9,0.771435215
"2021/6/2 9:42",9,0.770656093333333
"2021/6/2 9:48",9,0.768283876666667
"2021/6/2 9:54",9,0.7190949
"2021/6/2 10:00",9,0.730787461666667
"2021/6/2 10:06",9,0.722926538333333
"2021/6/2 10:12",9,0.717650633333333
"2021/6/2 10:18",9,0.707236058333333
"2021/6/2 10:24",9,0.682383416666667
"2021/6/2 10:30",9,0.73265675
"2021/6/2 10:36",9,0.737593085
"2021/6/2 10:42",9,0.665498696666667
"2021/6/2 10:48",9,0.700163551666667
"2021/6/2 10:54",9,0.76659772
"2021/6/2 11:00",9,0.810282478333333
"2021/6/2 11:06",9,0.771863538333333
"2021/6/2 11:12",9,0.776383198333333
"2021/6/2 11:18",9,0.762103266666667
"2021/6/2 11:24",9,0.723604851666667
"2021/6/2 11:30",9,0.69998524
"2021/6/2 11:36",9,0.738572795
"2021/6/2 11:42",9,0.74386381
"2021/6/2 11:48",9,0.706245321666667
"2021/6/2 11:54",9,0.667797285
"2021/6/2 12:00",9,0.735957938333333
"2021/6/2 12:06",9,0.723810671666667
"2021/6/2 12:12",9,0.714561683333333
"2021/6/2 12:18",9,0.714751618333333
"2021/6/2 12:24",9,0.720032955
"2021/6/2 12:30",9,0.671468056666667
"2021/6/2 12:36",9,0.657161018333333
"2021/6/2 12:42",9,0.641555413333333
"2021/6/2 12:48",9,0.619013395
"2021/6/2 12:54",9,0.632444418333333
"2021/6/2 13:00",9,0.647838731666667
"2021/6/2 13:06",9,0.626411128333333
"2021/6/2 13:12",9,0.605143391666667
"2021/6/2 13:18",9,0.550916731666667
"2021/6/2 13:24",9,0.548593086666667
"2021/6/2 13:30",9,0.652265363333333
"2021/6/2 13:36",9,0.696483085
"2021/6/2 13:42",9,0.656646443333333
"2021/6/2 13:48",9,0.598008065
"2021/6/2 13:54",9,0.556594595
"2021/6/2 14:00",9,0.583279878333333
"2021/6/2 14:06",9,0.587955723333333
"2021/6/2 14:12",9,0.57454563
"2021/6/2 14:18",9,0.644274201666667
"2021/6/2 14:24",9,0.643906733333333
"2021/6/2 14:30",9,0.673638723333333
"2021/6/2 14:36",9,0.625327723333333
"2021/6/2 14:42",9,0.633386336666667
"2021/6/2 14:48",9,0.613082795
"2021/6/2 14:54",9,0.62450211
"2021/6/2 15:00",9,0.659230895
"2021/6/2 15:06",9,0.705105678333333
"2021/6/2 15:12",9,0.774633081666667
"2021/6/2 15:18",9,0.67401086
"2021/6/2 15:24",9,0.709311388333333
"2021/6/2 15:30",9,0.713668216666667
"2021/6/2 15:36",9,0.745867805
"2021/6/2 15:42",9,0.78550195
"2021/6/2 15:48",9,0.83902059
"2021/6/2 15:54",9,0.877658555
"2021/6/2 16:00",9,0.941925945
"2021/6/2 16:06",9,0.942317426666667
"2021/6/2 16:12",9,0.97143544
"2021/6/2 16:18",9,0.996262471666667
"2021/6/2 16:24",9,1.01390306166667
"2021/6/2 16:30",9,1.06967388333333
"2021/6/2 16:36",9,1.0853841
"2021/6/2 16:42",9,1.10247811666667
"2021/6/2 16:48",9,1.13627955
"2021/6/2 16:54",9,1.12515678333333
"2021/6/2 17:00",9,1.11165303333333
"2021/6/2 17:06",9,1.12655513333333
"2021/6/2 17:12",9,1.17648833333333
"2021/6/2 17:18",9,1.16071411666667
"2021/6/2 17:24",9,1.11501373333333
"2021/6/2 17:30",9,1.11855273333333
"2021/6/2 17:36",9,1.09302016666667
"2021/6/2 17:42",9,1.10354795
"2021/6/2 17:48",9,1.09745453333333
"2021/6/2 17:54",9,1.11035066666667
"2021/6/2 18:00",9,1.10168735
"2021/6/2 18:06",9,1.05658006666667
"2021/6/2 18:12",9,1.06630156666667
"2021/6/2 18:18",9,1.04407926666667
"2021/6/2 18:24",9,1.0339101
"2021/6/2 18:30",9,1.07618783333333
"2021/6/2 18:36",9,1.06967768333333
"2021/6/2 18:42",9,1.05585906666667
"2021/6/2 18:48",9,1.05044013333333
"2021/6/2 18:54",9,1.02304312166667
"2021/6/2 19:00",9,1.03195068333333
"2021/6/2 19:06",9,1.02835163333333
"2021/6/2 19:12",9,1.00001270833333
"2021/6/2 19:18",9,1.01226343333333
"2021/6/2 19:24",9,1.02115541666667
"2021/6/2 19:30",9,1.01855065666667
"2021/6/2 19:36",9,1.01470161666667
"2021/6/2 19:42",9,1.00569330333333
"2021/6/2 19:48",9,1.03220133333333
"2021/6/2 19:54",9,0.983301763333333
"2021/6/2 20:00",9,1.0138643
"2021/6/2 20:06",9,0.9718463
"2021/6/2 20:12",9,0.935933326666667
"2021/6/2 20:18",9,0.920595215
"2021/6/2 20:24",9,0.88145336
"2021/6/2 20:30",9,0.8955821
"2021/6/2 20:36",9,0.860740511666667
"2021/6/2 20:42",9,0.887790931666667
"2021/6/2 20:48",9,0.875129731666667
"2021/6/2 20:54",9,0.856544906666667
"2021/6/2 21:00",9,0.856207681666667
"2021/6/2 21:06",9,0.861754508333333
"2021/6/2 21:12",9,0.85599604
"2021/6/2 21:18",9,0.860700958333333
"2021/6/2 21:24",9,0.84392554
"2021/6/2 21:30",9,0.854684323333333
"2021/6/2 21:36",9,0.837218176666667
"2021/6/2 21:42",9,0.835171555
"2021/6/2 21:48",9,0.831578311666667
"2021/6/2 21:54",9,0.800169486666667
"2021/6/2 22:00",9,0.805570965
"2021/6/2 22:06",9,0.754887728333333
"2021/6/2 22:12",9,0.766882605
"2021/6/2 22:18",9,0.741251253333333
"2021/6/2 22:24",9,0.732661611666667
"2021/6/2 22:30",9,0.69518421
"2021/6/2 22:36",9,0.672501446666667
"2021/6/2 22:42",9,0.678162236666667
"2021/6/2 22:48",9,0.643229923333333
"2021/6/2 22:54",9,0.653672426666667
"2021/6/2 23:00",9,0.659039666666667
